Username,Password,SecretAnswer,SA1,SA2,SA3,AddFunds,Currency1,Currency2,Recipient,PaymentAmount,PaymentCurrency
AzureC62,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,62,GBP
AzureC63,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,63,USD
AzureC64,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,64,GBP
AzureC65,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,65,USD
AzureC66,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,66,GBP
AzureC67,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,67,USD
AzureC68,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,68,GBP
AzureC69,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,69,USD
AzureC70,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,70,GBP
AzureC71,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,71,USD
AzureC72,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,72,GBP
AzureC73,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,73,USD
AzureC74,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,74,GBP
AzureC75,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,75,USD
AzureC76,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,76,GBP
AzureC77,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,77,USD
AzureC78,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,78,GBP
AzureC79,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,79,USD
AzureC80,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,80,GBP
AzureC81,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,81,USD
AzureC82,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,82,GBP
AzureC83,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,83,USD
AzureC84,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,84,GBP
AzureC85,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,85,USD
AzureC86,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,86,GBP
AzureC87,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,87,USD
AzureC88,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,88,GBP
AzureC89,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,89,USD
AzureC90,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,90,GBP
AzureC91,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,91,USD
AzureC92,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,92,GBP
AzureC93,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,93,USD
AzureC94,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,94,GBP
AzureC95,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,95,USD
AzureC96,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,96,GBP
AzureC97,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,97,USD
AzureC98,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,98,GBP
AzureC99,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,99,USD
AzureC100,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,100,GBP
AzureC101,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,101,USD
AzureC102,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,102,GBP
AzureC103,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,103,USD
AzureC104,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,104,GBP
AzureC105,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,105,USD
AzureC106,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,106,GBP
AzureC107,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,107,USD
AzureC108,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,108,GBP
AzureC109,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,109,USD
AzureC110,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,110,GBP
AzureC111,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,111,USD
AzureC112,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,112,GBP
AzureC113,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,113,USD
AzureC114,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,114,GBP
AzureC115,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,115,USD
AzureC116,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,116,GBP
AzureC117,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,117,USD
AzureC118,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,118,GBP
AzureC119,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,119,USD
AzureC120,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,120,GBP
AzureC121,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,121,USD
AzureC122,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,122,GBP
AzureC123,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,123,USD
AzureC124,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,124,GBP
AzureC125,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,125,USD
AzureC126,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,126,GBP
AzureC127,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,127,USD
AzureC128,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,128,GBP
AzureC129,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,129,USD
AzureC130,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,130,GBP
AzureC131,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,131,USD
AzureC132,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,132,GBP
AzureC133,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,133,USD
AzureC134,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,134,GBP
AzureC135,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,135,USD
AzureC136,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,136,GBP
AzureC137,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,137,USD
AzureC138,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,138,GBP
AzureC139,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,139,USD
AzureC140,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,140,GBP
AzureC141,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,141,USD
AzureC142,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,142,GBP
AzureC143,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,143,USD
AzureC144,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,144,GBP
AzureC145,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,145,USD
AzureC146,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,146,GBP
AzureC147,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,147,USD
AzureC148,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,148,GBP
AzureC149,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,149,USD
AzureC150,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,150,GBP
AzureC151,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,151,USD
AzureC152,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,152,GBP
AzureC153,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,153,USD
AzureC154,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,154,GBP
AzureC155,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,155,USD
AzureC156,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,156,GBP
AzureC157,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,157,USD
AzureC158,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,158,GBP
AzureC159,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,159,USD
AzureC160,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,160,GBP
AzureC161,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,161,USD
AzureC162,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,162,GBP
AzureC163,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,163,USD
AzureC164,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,164,GBP
AzureC165,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,165,USD
AzureC166,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,166,GBP
AzureC167,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,167,USD
AzureC168,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,168,GBP
AzureC169,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,169,USD
AzureC170,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,170,GBP
AzureC171,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,171,USD
AzureC172,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,172,GBP
AzureC173,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,173,USD
AzureC174,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,174,GBP
AzureC175,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,175,USD
AzureC176,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,176,GBP
AzureC177,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,177,USD
AzureC178,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,178,GBP
AzureC179,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,179,USD
AzureC180,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,180,GBP
AzureC181,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,181,USD
AzureC182,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,182,GBP
AzureC183,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,183,USD
AzureC184,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,184,GBP
AzureC185,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,185,USD
AzureC186,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,186,GBP
AzureC187,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,187,USD
AzureC188,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,188,GBP
AzureC189,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,189,USD
AzureC190,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,190,GBP
AzureC191,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,191,USD
AzureC192,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,192,GBP
AzureC193,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,193,USD
AzureC194,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,194,GBP
AzureC195,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,195,USD
AzureC196,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,196,GBP
AzureC197,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,197,USD
AzureC198,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,198,GBP
AzureC199,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,199,USD
AzureC200,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,200,GBP
AzureC201,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,201,USD
AzureC202,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,202,GBP
AzureC203,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,203,USD
AzureC204,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,204,GBP
AzureC205,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,205,USD
AzureC206,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,206,GBP
AzureC207,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,207,USD
AzureC208,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,208,GBP
AzureC209,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,209,USD
AzureC210,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,210,GBP
AzureC211,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,211,USD
AzureC212,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,212,GBP
AzureC213,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,213,USD
AzureC214,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,214,GBP
AzureC215,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,215,USD
AzureC216,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,216,GBP
AzureC217,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,217,USD
AzureC218,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,218,GBP
AzureC219,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,219,USD
AzureC220,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,220,GBP
AzureC221,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,221,USD
AzureC222,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,222,GBP
AzureC223,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,223,USD
AzureC224,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,224,GBP
AzureC225,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,225,USD
AzureC226,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,226,GBP
AzureC227,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,227,USD
AzureC228,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,228,GBP
AzureC229,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,229,USD
AzureC230,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,230,GBP
AzureC231,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,231,USD
AzureC232,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,232,GBP
AzureC233,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,233,USD
AzureC234,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,234,GBP
AzureC235,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,235,USD
AzureC236,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,236,GBP
AzureC237,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,237,USD
AzureC238,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,238,GBP
AzureC239,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,239,USD
AzureC240,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,240,GBP
AzureC241,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,241,USD
AzureC242,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,242,GBP
AzureC243,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,243,USD
AzureC244,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,244,GBP
AzureC245,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,245,USD
AzureC246,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,246,GBP
AzureC247,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,247,USD
AzureC248,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,248,GBP
AzureC249,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,249,USD
AzureC250,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,250,GBP
AzureC251,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,251,USD
AzureC252,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,252,GBP
AzureC253,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,253,USD
AzureC254,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,254,GBP
AzureC255,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,255,USD
AzureC256,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,256,GBP
AzureC257,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,257,USD
AzureC258,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,258,GBP
AzureC259,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,259,USD
AzureC260,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,260,GBP
AzureC261,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,261,USD
AzureC262,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,262,GBP
AzureC263,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,263,USD
AzureC264,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,264,GBP
AzureC265,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,265,USD
AzureC266,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,266,GBP
AzureC267,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,267,USD
AzureC268,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,268,GBP
AzureC269,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,269,USD
AzureC270,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,270,GBP
AzureC271,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,271,USD
AzureC272,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,272,GBP
AzureC273,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,273,USD
AzureC274,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,274,GBP
AzureC275,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,275,USD
AzureC276,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,276,GBP
AzureC277,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,277,USD
AzureC278,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,278,GBP
AzureC279,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,279,USD
AzureC280,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,280,GBP
AzureC281,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,281,USD
AzureC282,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,282,GBP
AzureC283,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,283,USD
AzureC284,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,284,GBP
AzureC285,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,285,USD
AzureC286,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,286,GBP
AzureC287,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,287,USD
AzureC288,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,288,GBP
AzureC289,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,289,USD
AzureC290,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,290,GBP
AzureC291,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,291,USD
AzureC292,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,292,GBP
AzureC293,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,293,USD
AzureC294,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,294,GBP
AzureC295,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,295,USD
AzureC296,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,296,GBP
AzureC297,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,297,USD
AzureC298,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,298,GBP
AzureC299,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,299,USD
AzureC300,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,300,GBP
AzureC301,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,301,USD
AzureC302,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,302,GBP
AzureC303,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,303,USD
AzureC304,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,304,GBP
AzureC305,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,305,USD
AzureC306,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,306,GBP
AzureC307,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,307,USD
AzureC308,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,308,GBP
AzureC309,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,309,USD
AzureC310,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,310,GBP
AzureC311,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,311,USD
AzureC312,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,312,GBP
AzureC313,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,313,USD
AzureC314,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,314,GBP
AzureC315,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,315,USD
AzureC316,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,316,GBP
AzureC317,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,317,USD
AzureC318,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,318,GBP
AzureC319,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,319,USD
AzureC320,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,320,GBP
AzureC321,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,321,USD
AzureC322,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,322,GBP
AzureC323,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,323,USD
AzureC324,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,324,GBP
AzureC325,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,325,USD
AzureC326,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,326,GBP
AzureC327,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,327,USD
AzureC328,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,328,GBP
AzureC329,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,329,USD
AzureC330,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,330,GBP
AzureC331,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,331,USD
AzureC332,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,332,GBP
AzureC333,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,333,USD
AzureC334,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,334,GBP
AzureC335,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,335,USD
AzureC336,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,336,GBP
AzureC337,Moneycorp12345,q,q,q,q,50,EUR,USD,589347,337,USD
AzureC338,Moneycorp12345,q,q,q,q,50,GBP,JPY,589347,338,GBP
